brand,model_slug,rating,text
OLA ELECTRIC,s1-air,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-air,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-air,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-air,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-air,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-air,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-air,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-air,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-air,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-pro,4.0,It's good to have ola than any other bike because it looks good than any other bike but overall there was a few technical fault but now they have corrected everything now ola will.
OLA ELECTRIC,s1-pro,4.5,"Ola is a very comfortable scooty, I like it very much, I am just a little worried about the battery.There are many options available in Ola like music, bluetooth, navigation. My."
OLA ELECTRIC,s1-pro,4.2,Best scooter electric class it's very comfortable very nice look stylish looking front or back side colour of scooter very charming it's different others scooter I have took.
OLA ELECTRIC,s1-pro,3.7,"I have mix opinion . Watched a-lot of reviews on youtube and and my opinion too that it is good scooters but there is requirement of more improvements.Like in built quality,."
OLA ELECTRIC,s1-pro,5.0,Ola s1 pro scooter very smart and best performance scooter market me sabse best ola scooter 🛵 i suggest purchase this scooter no daut your money definitely invest best product.
OLA ELECTRIC,s1-pro,4.7,The Ola is one of the best electric scooter i have ever used till date with best feature charging speed and mileage its to smooth and futuristic to use and ride. It comes with.
OLA ELECTRIC,s1-pro,3.7,Good scooter but maintenance cost is high.still charge timing is very high 7 to 8 hours approx. Looking is good but comfortable is not fully.need to improve software.
OLA ELECTRIC,s1-pro,4.8,Best in segment scooter .Value for money and best on segment features like dual ABS and digital instrument cluster .Very aggressive looks . I specifically like its motor which is.
OLA ELECTRIC,s1-pro,5.0,Very silent and comfortable above all Best experience battery backup is good as in specifications safety required first that’s why I like this scooty I advice you all to go.
OLA ELECTRIC,s1-pro,4.2,"Ola scooty is better to have forwarded nearby radius for family use and office use it is perfect , more over we are having nearby charging station with free of cost as of now , we."
OLA ELECTRIC,s1-pro,4.8,I am riding it from 6 months it is very easy to ride . I love it ❤️. It's seat is very comfort and it moves very smoothly . It's battery is also good . It is very.
OLA ELECTRIC,s1-pro,4.8,It is best electric scooty in the market it's performance is amazing It reaches its top speed even if three peoples are sitting I and my friends have good experience and memories.
OLA ELECTRIC,s1-pro,3.2,Best scooter if it's comes to milage= 5 But service wise little disappointing =2 Price of scooter is pocket friendly= 4 Look wise scooter is stylish=3 But few things are.
OLA ELECTRIC,s1-pro,5.0,The best electric scooter I have ever ride. The best in all manners. Lowest cost and maximum range for your monthly rides. One of my friend suggest me to try ola electric scooter.
OLA ELECTRIC,s1-pro,5.0,Amazing bike scooter I have ever seen in my life his pickup is excellent his speed is very very superb and outstanding control is also best and amazing my experience is very very.
OLA ELECTRIC,s1-pro,4.7,"I buy Ola s1 pro with a doubt to buy or not, but now i love this scooter very much and very helpful for my daily life. I used Ola S1 Pro gen 2 and i am planning to upgrade with."
OLA ELECTRIC,s1-pro,3.8,Performance and ride quality is nice but maintenance cost is too high. Range is okk and in this range top speed and pickup is very good and some time suspension didn't work.
OLA ELECTRIC,s1-pro,4.8,"Best Electric Bike in the segment and Best for Office Use, Upgraded features and Specifications. Happy to Having this OLA S1 PRO E Bike. Ola company updating its products with."
OLA ELECTRIC,s1-pro,5.0,It is a very nice and affordable for all users. We can run easily and use easily without any problem. I am very much satisfied with it and I suggest every one to purchase this.
OLA ELECTRIC,s1-pro,4.2,It's a very nice scooter with good mileage and unique features. It is damn stylish and with elite features. It is very comfortable to ride and enjoy. For local travels it is very.
OLA ELECTRIC,s1-pro,4.5,Ola scooter very safe and build quality scooter nice proformas this is very good looking low cost but best scooter The 0la electric scooter has received mixed reviews from.
OLA ELECTRIC,s1-pro,3.5,"The father of range, range as well as style, the hassle of belt drive is over, now chain drive has also come, with new technology the battery consumption also reduces, abs."
OLA ELECTRIC,s1-pro,2.2,The warranty from 16000 km but the s1 pro belt wash broken the build cost is 3500 The Spare cost is very high but the sales he say still 40000 km free service but now the nowadays.
OLA ELECTRIC,s1-pro,4.5,"My overall review of ola s1 pro is actually very high because of its milege, i get almost 150 km pwr charge, thats a big thing, and as a electric segment, its top speed and."
OLA ELECTRIC,s1-pro,2.2,Would like to suggest don't purchase because after purchased service centre people they will say we can't claim your insurance and send 50 km far. And don't pay for insurance.
OLA ELECTRIC,s1-pro,4.2,"The Ola S1 pro is a minimalistic, stylish and cost efficient scooter. I love the silent 5.5kw motor, charging is easy, it takes about 9 hours to fully charge. The range is."
OLA ELECTRIC,s1-pro,3.8,"I purchased the Ola S1 pro a few months back for its design and impressive range of 150km +, it offers a smooth ride experience but I faced an issue with the suspension, the."
OLA ELECTRIC,s1-pro,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-pro,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-pro,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-pro,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-pro,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-pro,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-pro,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-pro,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-pro,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-pro,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-x,,Advanced looks and delivers ultimate mileage.
OLA ELECTRIC,s1-x,,"Smooth ride, best look, good mileage overall worth the price, if it is between 1.7 lakhs to 2.0 lakh."
OLA ELECTRIC,s1-x,,Seriously the minute I saw the bike I started surfing abt it online and I booked the bike on same da.
OLA ELECTRIC,s1-x,,"This is an amazing bike, it offered a good mileage and the experience was great. It comes with good ."
OLA ELECTRIC,s1-x,,It is great but still has to improve. Suzuki Access scooty offers a great comfort and this scooty .
OLA ELECTRIC,s1-x,,It's so nice scooter. It is so comfortable to ride. This is very useful our all family members can u.
OLA ELECTRIC,s1-x,,"The scooter provides a smooth ride, with some users describing it as ""buttery smooth"" and ."
OLA ELECTRIC,s1-x,,Super ride and comfortable and mileage is good and powerful disc brake with Bluetooth features.
OLA ELECTRIC,s1-x,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-x,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-x,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-x,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-x,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-x,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-x,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-x,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-x,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-x,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-z,4.0,Achi bike hai dikne me bhi chalne me bhi or achi bike hai or mileg bhi aca hai iska or safty bhi hai is me or ye achi bhi dikthi hai culer bhi achi hai iski or midel class emi.
OLA ELECTRIC,s1-z,4.0,This is the most valuable and good price. and specification is great continue riding with Ola S1z awesome feeling. The battery is good ride comfort is easy and Thai support is.
OLA ELECTRIC,s1-z,4.5,"Ola Scooty offers a smooth, eco-friendly ride with great battery backup, it gives comfortable ride and offers great range of distance.ola also improves there services in past few."
OLA ELECTRIC,s1-z,5.0,This is the most valuable and good price and specification is great continuoe riding with Ola s1z awesome feeing the battery is good ride comfort is easy and thai support is good.
OLA ELECTRIC,s1-z,4.0,Need more features like touch screen display and maybe increase style and look like sports and we want more mileage in this model but ola is the best electric vehicles on india.
OLA ELECTRIC,s1-z,4.7,"Its a very great option for EV scooty , quiet happy with the performance and how its durable. I have been using it for quite while and even went to long drives still very smooth."
OLA ELECTRIC,s1-z,2.5,This scooter is perfect Soll driver is perfect for one person looks nice im thinking to buy if reviews are good. Price range is good and performance is also good in this price.
OLA ELECTRIC,s1-z,5.0,This is a very good scooter in this price range and it looks like a futuristic scooter average is also good and speed also equal to a petrol scooter and battery capacity is also.
OLA ELECTRIC,s1-z,4.0,The ola s1 z is a very good and budget electric scooty which has good space and very money efficient battery design life comfort everything is reaching public expectations there.
OLA ELECTRIC,s1-z,5.0,Very nice and good comfortable for women and mainly used for school children for dropping by house mom Thank you ola for this e scooty for the Indian family as per it is good.
OLA ELECTRIC,s1-z,5.0,Suchna beutiful scooty and complete transmission of power every person must buy this scooty once you but you will feel the worth of buying this scooty ola is providing such a.
OLA ELECTRIC,s1-z,4.8,"I am waiting to buy this since it's not available to purchase,if it's gona be available and work well then it will surely take the market and I think it's design is pretty enough."
OLA ELECTRIC,s1-z,5.0,"The vehicle is best for bringing groceries, household purposes, going to office and delivering items. Quality of ola S1 Z is wonderful. Best scooter in price range. It has very."
OLA ELECTRIC,s1-z,5.0,Very good bike to ride and looking a so beautiful very good in Indian roads comfortable bike easy charge no load for petrol easy savings money in the electric bike category this.
OLA ELECTRIC,s1-z,5.0,i am very happy to buy a ola scooter end my experience this scooter is very grateful and your partner because the have in build music technology and whenever you purchase please.
OLA ELECTRIC,s1-z,5.0,This bike is super comfortable and very long seat very nice design and nice look you buy this bike to your family and children thi bike price will afortable and ola is always good.
OLA ELECTRIC,s1-z,5.0,"Amazing electric scooter since I use, excellent proformance, sufficient space, experience. And top speed of 70 km/h, a range of 75-140, and the s1z has automatic transmission, and."
OLA ELECTRIC,s1-z,3.8,"Nice look and performance, some users complain about the battery but it's definitely getting better now. Good mileage per charge. Can go around 150km per charge which is a great."
OLA ELECTRIC,s1-z,5.0,This bike is super comfortable and very long seat very nice design and nice look you buy this bike to your family and children thi bike price will afortable and ola is always good.
OLA ELECTRIC,s1-z,5.0,It is a perfect package of style comfort and economic Best decision.chota pocket bda dhamaka .let me tell you why. It's a perfect electric vehicle for not only city ride but also.
OLA ELECTRIC,s1-z,3.7,Ola new s1z is super then what we thought. It's extremely amazing and I have not expected such this type of scooter
OLA ELECTRIC,s1-z,5.0,"more cost efficient, high-performing, and comfortable compared to traditional petrol Scooty easy to understand and build quality is very good"
OLA ELECTRIC,s1-z,4.7,best scooter for daiy use and word affordable good looking and benificiall good for city anfd highway rides best sooty
OLA ELECTRIC,s1-z,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-z,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-z,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-z,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-z,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,s1-z,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,s1-z,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,s1-z,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
OLA ELECTRIC,s1-z,,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍
OLA ELECTRIC,s1-z,,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret"
OLA ELECTRIC,roadster-x,5.0,Superb performance and best of look forever purchase bike we like it and I told you that this bike is super model bike better than other bikes this is most powerful bike and most.
OLA ELECTRIC,roadster-x,5.0,It's awesome bike in this segments good for delivery job boys and eco friendly and best going to another city it's good for family uses and affordable and best for pocket friendly.
OLA ELECTRIC,roadster-x,5.0,"Very nice Bike,Good Price range.I want this bike in this year. My dream Bike. Good overall Mileage Available in catching Colours. Available in all price ranges. Middle Class."
OLA ELECTRIC,roadster-x,4.0,i liked it as it has many features and is in my budget . i also liked it becouse of its look . i think it is perfect for everyone who drives 50km per day i think 0la is very.
OLA ELECTRIC,roadster-x,5.0,Ths bike is better then all other bike very comfortable & affordable everyone easily afford ths bike not so much expensive & hight rate ths bike easily available on your nearest.
OLA ELECTRIC,roadster-x,5.0,Roadster x bike is in a middle class budget and I am so exited to buy this e bike .this bike totally impressed me. Features are extreme. Over all review of this bike this is a.
OLA ELECTRIC,roadster-x,4.8,The bike is over all good .The company can work on inventing more varients . The look of the bike can also be improved. The physical strength can be improvised . The bike is very.
OLA ELECTRIC,roadster-x,5.0,Bhai ye gadi india ke bike lover ke liye ek dam sahi he. Ek bar charge karne par 500 kilometer chalegi. Indore se mumbai single charge me ja sakte hai. Dushre charge me wapas.
OLA ELECTRIC,roadster-x,4.3,Great experience and in an affordable price range and eco friendly and pocket also . I think all the youngsters or gen z looking for buying a new bike should definitely have look.
OLA ELECTRIC,roadster-x,4.8,"Roadster x motorcycle should be provided a voice components, that's will provide a pleasure to ride. Roadster bike will be highly appreciated when comes in market.It should be."
OLA ELECTRIC,roadster-x,5.0,This bike is superb. It is a stylish electric Commuter with good performance potential. This bike blends Style with performance. The build quality seems to to be premium. And.
OLA ELECTRIC,roadster-x,4.2,Bike look wise premium but no comfortable and range good in this price range and ola have service centres and bright headlight but charging time is too longer I was ola have give.
OLA ELECTRIC,roadster-x,4.5,Bahut achi gadi hai asam hai bilkul chalan petrol se bahut jyada sasti chalti hai mene pahle bhi ola s1 pro use kiya hai bhi bhi karta hu bahut achi hai chlne me kabhi bich me.
OLA ELECTRIC,roadster-x,3.7,Nice experience if you are searching for fuel efficiency then go for electric bikes rather than petrol bikes fuel efficient look is also good overall great job ola roadster price.
OLA ELECTRIC,roadster-x,5.0,Good scooty and excellent speed and excellent milege it gets me from point to point b so it is a very good scootu
OLA ELECTRIC,roadster-x,5.0,"Very good, design very good,price is economy with others.ranges are good.colours looking dassing .best part is battery 8 year warranty."
OLA ELECTRIC,roadster-x,4.7,Ola is one of the Best indian company why people or bad news i not understand the ola is best King of electic
OLA ELECTRIC,roadster-x,4.3,"Best bike by look and comfort and range also,ola also trying hard for service and his marketing.all the best ola"
OLA ELECTRIC,roadster-x,5.0,Ola 's this bike is very comfortable bike Ola all bikes are very fast but bike is very power full morter and millage 150km
OLA ELECTRIC,roadster-x,4.7,The bike is very good and I am very happy to take this bike but the colour of bike is amazing The bike is very good
OLA ELECTRIC,roadster-x,5.0,Very good bike and it is very comfortable bike amazing bike it engine is smooth it's headlight looks amazing handsome
OLA ELECTRIC,roadster-x,5.0,"Best electric bike in budget I have experienced ,speed is good ,milage is best ,sit is comfortable, look is some"
OLA ELECTRIC,roadster-x,4.7,Overall the comfort of bike is fair enough and the rideability is good there is no issue at all while riding it
OLA ELECTRIC,roadster-x,4.5,"This bike ola roadster x 3.5kw is best for students because of their price, feature and design more than 3 person travel easily and rage 159km/charge expected by company but my."
OLA ELECTRIC,roadster-x,5.0,Nice look good performance comfortable in riding all safety features good smooth and comfort riding zero maintenance
OLA ELECTRIC,roadster-x,4.5,Nice bike for engineers and travelers. I am happy for that and agreed with perfection. Happiest this
OLA ELECTRIC,roadster-x,4.8,Good performance and good value for money and comfort thanks ola overall performance nice I suggest to All but this
OLA ELECTRIC,roadster-x,4.5,Bike battery backup and pickup are awesome Safety are all okey and the best part is it's battery charge stay a lot
OLA ELECTRIC,roadster-x,5.0,Worth buying it is an excellent electric bike which looks fantastic and it have the worth price which can buy
OLA ELECTRIC,roadster-x,4.3,It’s very good for looking and degining but mileage is not good enough overall all the other things are good .
OLA ELECTRIC,roadster-x,,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment."
OLA ELECTRIC,roadster-x,,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.
OLA ELECTRIC,roadster-x,,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.
